model,relevance_tier,year,title,authors,source,work_type,doi,landing_page,open_access_status,is_oa,cited_by_count,openalex_id
HYSPLIT,core_or_named_application,2026,"HYSPLIT Back-trajectory script for Figure 1 in ""Contrasting drivers of South Asian summer and winter monsoon evolution during the last deglaciation""",Alexander Budsky; Igor Obreht,Zenodo (CERN European Organization for Nuclear Research),software,https://doi.org/10.5281/zenodo.20133813,https://doi.org/10.5281/zenodo.20133813,green,True,0,https://openalex.org/W7160887105
HYSPLIT,core_or_named_application,2026,"HYSPLIT backtrajectories at Concordia (Dome C), Antarctica - year 2012-2021",Dommergue Aurélien (12),EaSy Data,dataset,https://doi.org/10.57932/261d265a-a2b3-4742-a50e-237b925ffdfb,https://doi.org/10.57932/261d265a-a2b3-4742-a50e-237b925ffdfb,green,True,0,https://openalex.org/W7165960623
HYSPLIT,core_or_named_application,2026,HYSPLIT backward and forward trajectories for analyzing the contribution of wildfire regions to smoke aerosol optical depth over Warsaw,Michalina Broda,RepOD,dataset,https://doi.org/10.18150/xtwnle,https://doi.org/10.18150/xtwnle,green,True,0,https://openalex.org/W7147460102
HYSPLIT,core_or_named_application,2026,"HYSPLIT NetCDF Output for Monthly PM2.5 Plume Modeling at Nine Industrial Facilities in Denver, Colorado",Kelly Graham,Zenodo (CERN European Organization for Nuclear Research),dataset,https://doi.org/10.5281/zenodo.19341315,https://doi.org/10.5281/zenodo.19341315,green,True,0,https://openalex.org/W7143491093
HYSPLIT,core_or_named_application,2026,"HYSPLIT NetCDF Output for Monthly PM2.5 Plume Modeling at Nine Industrial Facilities in Denver, Colorado",Kelly Graham,Zenodo (CERN European Organization for Nuclear Research),dataset,https://doi.org/10.5281/zenodo.19341314,https://doi.org/10.5281/zenodo.19341314,green,True,0,https://openalex.org/W7143303779
HYSPLIT,core_or_named_application,2026,Investigating nuclear events and vector borne disease risk through atmospheric dispersion modelling with HYSPLIT,S. McKeague; Klara Finkele; Saji Varghese,,conference-abstract,https://doi.org/10.5194/egusphere-egu26-7513,https://doi.org/10.5194/egusphere-egu26-7513,gold,True,0,https://openalex.org/W7135245058
HYSPLIT,core_or_named_application,2026,Isotopic Variability in Precipitation: Integrating <scp>HYSPLIT</scp> Raster Data Into Isoscape Modelling,P. L. Moffatt; A. F. Fowler; R. Sánchez‐Murillo; Jan Boll,Hydrological Processes,article,https://doi.org/10.1002/hyp.70393,https://doi.org/10.1002/hyp.70393,hybrid,True,0,https://openalex.org/W7125769236
HYSPLIT,core_or_named_application,2026,Loviisan voimalaitoksen ilma- ja laskeumanäytteenkeräimien sijaintien optimointi: Radioaktiivisten aineiden HYSPLIT-leviämismallinnus,Pirjetta Turunen,Trepo - Institutional Repository of Tampere University,dissertation,,https://trepo.tuni.fi/handle/10024/238270,green,True,0,https://openalex.org/W7166406760
HYSPLIT,core_or_named_application,2026,Monitoring the Hayli Gubbi volcanic SO2 plume using Sentinel-5P data and HYSPLIT model,Abdul Azeez Saleem; Akurathi V. S. Chaitanya; Muhammad Shafeeque; Salim Lateef; Jiya Albert,Results in Earth Sciences,article,https://doi.org/10.1016/j.rines.2026.100161,https://doi.org/10.1016/j.rines.2026.100161,diamond,True,0,https://openalex.org/W7160313728
HYSPLIT,core_or_named_application,2026,"Patterns and influencing factors of water vapor transport in the Yujiang River Basin, Southern China, based on HYSPLIT-4 trajectory and cloud models",Yujun Tan; Xun Li; Xu Dong; Changdi Tao,Stochastic Environmental Research and Risk Assessment,article,https://doi.org/10.1007/s00477-025-03126-6,https://doi.org/10.1007/s00477-025-03126-6,closed,False,0,https://openalex.org/W7125389936
HYSPLIT,core_or_named_application,2026,"Regional transport controls on PM2.5 and aerosol phosphorus in the Mariposa Grove, Sierra Nevada inferred from HYSPLIT back trajectories",Stephen Oni,SSRN Electronic Journal,preprint,https://doi.org/10.2139/ssrn.6175005,https://doi.org/10.2139/ssrn.6175005,green,True,0,https://openalex.org/W7127343369
HYSPLIT,core_or_named_application,2026,Research on Windbreak and Sand-Fixing Ecosystem Service Flow for Ecological Sustainability Based on the HYSPLIT Model—A Case Study of Northern Hebei Mountainous Area,Liu R; X Y Liu; Changbing Zhou; Ping Zhu; Hui Li; Guangjie Wu; Min Ma,Sustainability,article,https://doi.org/10.3390/su18115327,https://doi.org/10.3390/su18115327,gold,True,0,https://openalex.org/W7162344461
HYSPLIT,core_or_named_application,2026,"Running HYSPLIT, processing kml outputs, and processesing GDAS data",Elijah Khan,Zenodo (CERN European Organization for Nuclear Research),book,https://doi.org/10.5281/zenodo.19924614,https://doi.org/10.5281/zenodo.19924614,green,True,0,https://openalex.org/W7159024871
HYSPLIT,core_or_named_application,2026,"Running HYSPLIT, processing kml outputs, and processesing GDAS data",Elijah Khan,Zenodo (CERN European Organization for Nuclear Research),book,https://doi.org/10.5281/zenodo.19924615,https://doi.org/10.5281/zenodo.19924615,green,True,0,https://openalex.org/W7158576206
HYSPLIT,core_or_named_application,2026,"Seasonal Shifts in Aerosol Types and Transport Pathways at Baotou, China: Evidence from AERONET Observations and HYSPLIT Backward Trajectories",Yong Tong; Qingqing He,E3S Web of Conferences,conference-paper,https://doi.org/10.1051/e3sconf/202671701021,https://doi.org/10.1051/e3sconf/202671701021,diamond,True,0,https://openalex.org/W7163684347
HYSPLIT,core_or_named_application,2026,"Seasonal Shifts in Aerosol Types and Transport Pathways at Baotou, China: Evidence from AERONET Observations and HYSPLIT Backward Trajectories",Yong Tong; Qingqing He,Springer Link (Chiba Institute of Technology),article,https://doi.org/10.1051/e3sconf/202671701021/pdf,,closed,False,0,https://openalex.org/W7163889164
HYSPLIT,core_or_named_application,2026,STUDYING AND ANALYSIS OF THE POLLUTANT DISTRIBUTION TRAJECTORY FROM ETHIOPIAN VOLCANO USING HYSPLIT CODE,O. S. Ahmed,International Journal of Advanced Research,article,https://doi.org/10.21474/ijar01/22879,https://doi.org/10.21474/ijar01/22879,hybrid,True,0,https://openalex.org/W7139097763
HYSPLIT,core_or_named_application,2026,Trajektorie wsteczne z modelu HYSPLIT dla Warszawy dla lat 2008-2023,Olga Zawadzka-Mańko,RepOD,dataset,https://doi.org/10.18150/lq0url,https://doi.org/10.18150/lq0url,green,True,0,https://openalex.org/W7147622653
HYSPLIT,core_or_named_application,2025,An investigation of long-term dust storms in western Iran: an insight into emission sources using HYSPLIT model and MERRA-2 data (2012–2018),Mojgan Alainejad; Gholamreza Goudarzi; Reza Jalilzadeh Yengejeh; Amir Hossein Davami; Elham Mobarak Hassan,Natural Hazards,article,https://doi.org/10.1007/s11069-025-07177-4,https://doi.org/10.1007/s11069-025-07177-4,closed,False,4,https://openalex.org/W4408042648
HYSPLIT,core_or_named_application,2025,"Dustfall source-apportionment and source-oriented health risk assessment using unsupervised machine learning, PMF, and HYSPLIT: Insights from a hotspot area in Xinjiang, China",Buweihaidiqie Maitituersun; Long Ma; Yizhen Li; Lingxin Kong; Tao Zeng; Wen Liu; Jilili Abuduwaili,Journal of Hazardous Materials,article,https://doi.org/10.1016/j.jhazmat.2025.140634,https://doi.org/10.1016/j.jhazmat.2025.140634,closed,False,4,https://openalex.org/W4416733383
HYSPLIT,core_or_named_application,2025,Dominant sources of PM2.5 in Kazakhstan's urban cities: A PMF and HYSPLIT-based study for air quality management in Central Asia,Kazbek Tursun; Anara Omarova; Olga P. Ibragimova; Bauyrzhan Bukenov; Madina Tursumbayeva; Ravkat Mukhtarov; Ivan Radelyuk; Serpil Yenisoy; Duran Karakaş; Hatice Ergin; Ferhat Karaca; Nassiba Baimatova,Urban Climate,article,https://doi.org/10.1016/j.uclim.2025.102706,https://doi.org/10.1016/j.uclim.2025.102706,closed,False,3,https://openalex.org/W4416515400
HYSPLIT,core_or_named_application,2025,Utilisation of WRF-HYSPLIT modelling approach and GEMS to identify PM2.5 sources in Central Kalimantan – study case: 2023 forest fire,Amalia Nurlatifah; Prawira Yudha Kombara; Alvin Pratama; Rizky Faristyawan; Aulia Rakhman; Nindia Noviastuti,Journal of Southern Hemisphere Earth System Science,article,https://doi.org/10.1071/es24006,https://doi.org/10.1071/es24006,diamond,True,3,https://openalex.org/W4406205755
HYSPLIT,core_or_named_application,2025,"Air Pollution in a Northwest Chinese Valley City (2020–2024): Integrated WRF-HYSPLIT Modeling of Pollution Characteristics, Meteorological Drivers, and Transport Pathways in Yining",Xiaoqi Liu; Wei Wen; Xin Ma; Dayi Qian; Weiqing Zhang; Shaorui Wang,Toxics,article,https://doi.org/10.3390/toxics13100868,https://doi.org/10.3390/toxics13100868,gold,True,2,https://openalex.org/W4415230369
HYSPLIT,core_or_named_application,2025,A Hybrid HYSPLIT-LSTM approach for predicting radioactive material dispersion from the Zaporizhzhia nuclear power plant,Mehdi Hassanpour; Mehdi Hassanpour; Mohammad Reza Rezaie; Javad Tayebi; Marzieh Hassanpour; Marzieh Hassanpour; Mohammad Rashed Iqbal Faruque; Mayeen Uddin Khandaker; D.A. Bradley,Radiation Physics and Chemistry,article,https://doi.org/10.1016/j.radphyschem.2025.113424,https://doi.org/10.1016/j.radphyschem.2025.113424,closed,False,1,https://openalex.org/W4415717858
HYSPLIT,core_or_named_application,2025,"Dispersion, radiological dose assessment, risk evaluation, and emergency response of radioactive materials based on WRF-HYSPLIT modeling",H. Liu; Guiying You; Chengqiang Lu; Liehui Ge; Peng Yu,Journal of Environmental Radioactivity,article,https://doi.org/10.1016/j.jenvrad.2025.107783,https://doi.org/10.1016/j.jenvrad.2025.107783,closed,False,1,https://openalex.org/W4413445434
HYSPLIT,core_or_named_application,2025,Modeling and validation of airborne effluent dispersion and radiological doses from a VVER-1200 reactor routine operations using HYSPLIT,Shafiqul Islam Faisal; Md. Shafiqul Islam,Annals of Nuclear Energy,article,https://doi.org/10.1016/j.anucene.2025.111986,https://doi.org/10.1016/j.anucene.2025.111986,closed,False,1,https://openalex.org/W4416053250
HYSPLIT,core_or_named_application,2025,The importance of identifying dust sources in urban areas: HYSPLIT analysis and PM <sub>2.5</sub> measurements,Dhurata Premti,E3S Web of Conferences,conference-paper,https://doi.org/10.1051/e3sconf/202566907004,https://doi.org/10.1051/e3sconf/202566907004,diamond,True,1,https://openalex.org/W4416685505
HYSPLIT,core_or_named_application,2025,Trajectory analysis of Mythimna Loreyi migration into Korea using the HYSPLIT model,Juhyeong Han; Sunghoon Baek; Xuejing Wang; Chun‐Sen Ma; Kwang‐Hyung Kim,Scientific Reports,article,https://doi.org/10.1038/s41598-025-07876-9,https://doi.org/10.1038/s41598-025-07876-9,gold,True,1,https://openalex.org/W4411866482
HYSPLIT,core_or_named_application,2025,A Data Conversion and Dispersion Modelling Framework Integrating Monin-Obukhov Length With HYSPLIT for Source Attribution of Regulated Air Pollutants,Faruk Tuna,İYTE (İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ),dissertation,,https://tez.yok.gov.tr/UlusalTezMerkezi/TezGoster?key=KOgdn9H3uVnWeb15j2W4hyMLKu1-u5iHQ6Y56LV_5QA0NXaw7yrKa63groue2QuE,closed,False,0,https://openalex.org/W7151170830
HYSPLIT,core_or_named_application,2025,A Study Mass Extinction Efficiency (MEE) Calculation and Variability Analysis by Aerosol Source Identification: Application of Horizontal Scanning Lidar and HYSPLIT Model,Jihyun Yoon; Juseon Shin; Sohee Joo; Gahyeon Park; Kim Dukhyeon; Youngmin Noh,,conference-abstract,https://doi.org/10.5194/egusphere-egu25-8397,https://doi.org/10.5194/egusphere-egu25-8397,gold,True,0,https://openalex.org/W4408435819
HYSPLIT,core_or_named_application,2025,Air Quality Management Investigating Atmospheric Mass Transport Pathways in Europe: Forward and Backward HYSPLIT Analysis for Toulouse and Aveiro,Nuhu Auwal Shuaibu; Léa BOURDIE,,dataset,https://doi.org/10.13140/rg.2.2.12668.40324,https://doi.org/10.13140/rg.2.2.12668.40324,gold,True,0,https://openalex.org/W7116931780
HYSPLIT,core_or_named_application,2025,Analysis of Air Pollution Trajectory Using the HYSPLIT Model,Eqiu Alkahfi Tarif; Moehammad Budhicahyanto; Khumaidah Darojat,Journal of Engineering Science and Technology Management (JES-TM),article,https://doi.org/10.31004/jestm.v5i2.424,https://doi.org/10.31004/jestm.v5i2.424,diamond,True,0,https://openalex.org/W7131781001
HYSPLIT,core_or_named_application,2025,"Application of WRF-Chem and HYSPLIT Models for Dust Storm Analysis in Central Iran (Case Study of Isfahan Province, 21–23 May 2016)",Farshad Soleimani Sardoo; Nasim Hossein Hamzeh‎; Nir Y. Krakauer,Atmosphere,article,https://doi.org/10.3390/atmos16040383,https://doi.org/10.3390/atmos16040383,gold,True,0,https://openalex.org/W4408920583
HYSPLIT,core_or_named_application,2025,"Assessing the Impact of the Mount Marapi 2023 Eruption on Air Quality Using Integrated Ground Observations, WRF–HYSPLIT Modeling, and Sentinel-5P Data",Andi Pratama; Farras Ghaly; Andreas Boni Baik; Ridlo Wahyudi Wibowo; Andi Sulistiyono,Research Square,preprint,https://doi.org/10.21203/rs.3.rs-7975724/v1,https://doi.org/10.21203/rs.3.rs-7975724/v1,green,True,0,https://openalex.org/W4417106687
HYSPLIT,core_or_named_application,2025,"CHARACTERIZING AEROSOL PARTICULATE MATTER IN BIEN HOA CITY, DONG NAI PROVINCE: MASS CONCENTRATION LEVELS, RATIOS, AND LONG-RANGE TRANSPORT BY HYSPLIT MODEL",Thanh Tuan Nguyen; Hoang Anh Le; Duy Linh Bui; Duc Thang Nguyen; Thi Thu Ly Nguyen; Thi Thu Thuy Nguyen; Trung Hiếu Vũ,Tạp chí Khoa học và Công nghệ nhiệt đới,article,https://doi.org/10.58334/vrtc.jtst.n39.745,https://doi.org/10.58334/vrtc.jtst.n39.745,bronze,True,0,https://openalex.org/W4414246970
HYSPLIT,core_or_named_application,2025,Cluster analysis of HYSPLIT backward trajectories for major heatwaves in Spain and Ukraine (1940&amp;#8211;2023),Oleg Skrynyk; Oleg Skrynyk; Enric Aguilar; Olesya Skrynyk; Olesya Skrynyk; Caterina Cimolai,,conference-abstract,https://doi.org/10.5194/egusphere-egu25-8195,https://doi.org/10.5194/egusphere-egu25-8195,gold,True,0,https://openalex.org/W4408433790
HYSPLIT,core_or_named_application,2025,CMAQ HYSPLIT CALPUFF va ADMS modellarini ko’rib chiqish va solishtirish.,,,conference-paper,https://doi.org/10.63508/2025digtedu24,https://doi.org/10.63508/2025digtedu24,closed,False,0,https://openalex.org/W4410950472
HYSPLIT,core_or_named_application,2025,Cuencas atmosféricas en una proyección anual del municipio de San José de Cúcuta mediante el modelo HYSPLIT,Deshiret Chuscano Torres; Leidy Tarazona Tobo,Revista Ing-Nova,article,https://doi.org/10.32997/rin-2025-4985,https://doi.org/10.32997/rin-2025-4985,hybrid,True,0,https://openalex.org/W4408962474
HYSPLIT,core_or_named_application,2025,Cálculo de trayectorias de material particulado PM10 con WRF y HYSPLIT: caso de estudio en la cuenca Matanza-Riachuelo,Alejandra Cecilia García; Lucas Zapata; Mariana Clara Dezzutti,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),conference-paper,,http://sedici.unlp.edu.ar/handle/10915/194029,green,True,0,https://openalex.org/W7160578546
HYSPLIT,core_or_named_application,2025,HYSPLIT Simulation Parameters for ALOHA Chemicals,Mark Cohen,National Oceanic and Atmospheric Administration (NOAA) - NOAA Central Library,article,https://doi.org/10.25923/r11x-h059,https://doi.org/10.25923/r11x-h059,green,True,0,https://openalex.org/W7148485062
HYSPLIT,core_or_named_application,2025,HYSPLIT Simulations of Alaskan In-Situ Oil Burns,Mark Cohen,National Oceanic and Atmospheric Administration (NOAA) - NOAA Central Library,article,https://doi.org/10.25923/bq9a-7s03,https://doi.org/10.25923/bq9a-7s03,green,True,0,https://openalex.org/W7153350473
HYSPLIT,core_or_named_application,2025,"Integrated assessment of urban air pollution in South Tangerang, Indonesia: synergizing ground monitoring, Sentinel-5P retrievals, and HYSPLIT trajectory analysis",Yogi Saputra; Hayati Sari Hasibuan; Muhammad Amin,Environmental Monitoring and Assessment,article,https://doi.org/10.1007/s10661-025-14570-w,https://doi.org/10.1007/s10661-025-14570-w,closed,False,0,https://openalex.org/W4415489560
HYSPLIT,core_or_named_application,2025,Integration of MODIS imagery and HYSPLIT simulations for seasonal identification of airspace affected by volcanic ash from Popocatépetl,Carolona Juárez-Pérez; José Carlos Jiménez-Escalona; José Luis Poom-Medina; Alejandro Monsiváis-Huertero; Rodrigo Florêncio da Silva,,conference-paper,https://doi.org/10.1109/lagirs68367.2025.11414807,https://doi.org/10.1109/lagirs68367.2025.11414807,closed,False,0,https://openalex.org/W7133913365
HYSPLIT,core_or_named_application,2025,Modeling and Validation of Airborne Effluent Dispersion and Radiological Doses from a Vver-1200 Reactor Routine Operations Using Hysplit,Shafiqul Islam Faisal; Islam Md Shafiqul,SSRN Electronic Journal,preprint,https://doi.org/10.2139/ssrn.5246209,https://doi.org/10.2139/ssrn.5246209,green,True,0,https://openalex.org/W4410145690
HYSPLIT,core_or_named_application,2025,Predicting Atmospheric Trace Substance Concentrations Using Supervised Machine Learning and HYSPLIT Backward Trajectories,Victor Geiser,Artificial Intelligence for the Earth Systems,article,https://doi.org/10.1175/aies-d-24-0051.1,https://doi.org/10.1175/aies-d-24-0051.1,closed,False,0,https://openalex.org/W4414953899
HYSPLIT,core_or_named_application,2025,Quantifying PM2.5 Pollution and its Mortality Impacts in Islamabad: An Integrated Approach with Observed and Remote Sensing Data Along with HYSPLIT and AirQ+ Models,Roqaia Bibi; Khosro Ashrafi; Sousan Heidari,Journal of Environmental Treatment Techniques,article,https://doi.org/10.18502/jett.v13i2.18539,https://doi.org/10.18502/jett.v13i2.18539,hybrid,True,0,https://openalex.org/W4411616290
HYSPLIT,core_or_named_application,2025,Sentinel-5P Image and HYSPLIT Modeling for Analysis The Distribution of Sulfur Dioxide and The Impact on Acute Respiratory Infection in Surabaya City,Shafa Nabila Prawitasari; Bangun Muljo Sukojo,,conference-paper,https://doi.org/10.1109/agers67633.2025.11446419,https://doi.org/10.1109/agers67633.2025.11446419,closed,False,0,https://openalex.org/W7140435309
HYSPLIT,core_or_named_application,2025,"Simulación de la Difusión de PM2.5, PM10 y SO2 en Dos Zonas Mineras de Huamachuco mediante HYSPLIT",Pedro Amilcar Custodio Laiza,Sciencevolution,article,https://doi.org/10.61325/ser.v4i2.197,https://doi.org/10.61325/ser.v4i2.197,hybrid,True,0,https://openalex.org/W4413073752
HYSPLIT,core_or_named_application,2025,Source Analysis of Ozone Pollution in Liaoyuan City’s Atmosphere Based on Machine Learning Models and HYSPLIT Clustering Method,Xinyu Zou; Xinlong Li; Dali Wang; Wang Ju,Toxics,article,https://doi.org/10.3390/toxics13060500,https://doi.org/10.3390/toxics13060500,gold,True,0,https://openalex.org/W4411350393
HYSPLIT,core_or_named_application,2025,Study on the Characteristics and Sources of Ozone Pollution in Jiangmen City Based on Mutual Information Entropy and HYSPLIT Models,Shan Zhang; Yong Xue; Xiaolu Ling; Botao He; Fujia Zhang; Wenhao Liu,,conference-paper,https://doi.org/10.1109/igarss55030.2025.11242599,https://doi.org/10.1109/igarss55030.2025.11242599,closed,False,0,https://openalex.org/W4416725880
HYSPLIT,core_or_named_application,2025,The importance of identifying dust sources in urban areas: HYSPLIT analysis and PM,Dhurata Premti,Springer Link (Chiba Institute of Technology),article,https://doi.org/10.1051/e3sconf/202566907004/pdf,,closed,False,0,https://openalex.org/W7111351612
HYSPLIT,core_or_named_application,2025,МОДЕЛЮВАННЯ ПОШИРЕННЯ ХІЧІНОГО ЗАБРУДНЕННЯ ПРОГРАМНОМУ МОДУЛІ «HYSPLIT»,"Кружилко, Олег; Чеберячко, Юрій; Шапошникова, Е.",Scientific periodicals of Ukraine,article,,https://confopcbproc.iee.kpi.ua/article/view/344804,closed,False,0,https://openalex.org/W7111707673
HYSPLIT,core_or_named_application,2025,拉格朗日后向轨迹模型（HYSPLIT）主要参数对模拟结果影响规律的研究,悦 姚; 张成福; 雨晴 王; 霜 冯; 林 苗,农业科学,article,https://doi.org/10.32629/as.v8i11.3474,https://doi.org/10.32629/as.v8i11.3474,diamond,True,0,https://openalex.org/W7140641991
HYSPLIT,core_or_named_application,2024,Combined use of HYSPLIT model and MODIS aerosols optical depth to study the spatiotemporal circulation patterns of Saharan dust events over Central Europe,Nadia Gammoudi; János Kovács; Fruzsina Gresina; György Varga,Aeolian Research,article,https://doi.org/10.1016/j.aeolia.2024.100899,https://doi.org/10.1016/j.aeolia.2024.100899,hybrid,True,18,https://openalex.org/W4392706236
HYSPLIT,core_or_named_application,2024,Spatio-temporal assessment of aerosol and cloud properties using MODIS satellite data and a HYSPLIT model: Implications for climate and agricultural systems,Muhammad Haseeb; Zainab Tahir; Syed Amer Mahmood; Saira Batool; Aqil Tariq; Linlin Lu; Walid Soufan,Atmospheric Environment X,article,https://doi.org/10.1016/j.aeaoa.2024.100242,https://doi.org/10.1016/j.aeaoa.2024.100242,gold,True,14,https://openalex.org/W4391649761
HYSPLIT,core_or_named_application,2024,"Improving the atmospheric dispersion forecasts over Washington, D.C. using UrbanNet observations: A study with HYSPLIT model",Nebila Lichiheb; Fong Ngan; Mark Cohen,Urban Climate,article,https://doi.org/10.1016/j.uclim.2024.101948,https://doi.org/10.1016/j.uclim.2024.101948,green,True,11,https://openalex.org/W4396537179
HYSPLIT,core_or_named_application,2024,Simulation and Assessment of Episodic Dust Storms in Eastern Saudi Arabia Using HYSPLIT Trajectory Model and Satellite Observations,A Alzaid; Ismail Anıl; Ömer Ağa,Atmosphere,article,https://doi.org/10.3390/atmos15121515,https://doi.org/10.3390/atmos15121515,gold,True,9,https://openalex.org/W4405530726
HYSPLIT,core_or_named_application,2024,"Assessment of particulate matter and particle path trajectory analysis using a HYSPLIT model over Dire Dawa, Ethiopia",Teshager Argaw Endale; Gelana Amente; Kassahun Ture Beketie; Gudina Legese Feyisa; Haftu Brhane Gebremichael,Discover Applied Sciences,article,https://doi.org/10.1007/s42452-024-05741-4,https://doi.org/10.1007/s42452-024-05741-4,diamond,True,8,https://openalex.org/W4392763791
HYSPLIT,core_or_named_application,2024,"Drivers of High Concentration and Dispersal of PM <sub>10</sub> and PM <sub>2.5</sub> in the Eastern Part of Chhota Nagpur Plateau, India, Investigated Through HYSPLIT Model and Improvement of Environmental Health Quality",Soumik Saha; Sumana Bhattacharjee; Biswajit Bera; Enamul Haque,Environmental Quality Management,article,https://doi.org/10.1002/tqem.22299,https://doi.org/10.1002/tqem.22299,bronze,True,3,https://openalex.org/W4401154271
HYSPLIT,core_or_named_application,2024,Haze Trajectory Simulation System from Forest and Land Fires in Indonesia Using HYSPLIT,Imas Sukaesih Sitanggang; Apriliantono Apriliantono; Lailan Syaufina; Muhammad Asyhar Agmalaro; Husnul Khotimah,Environment and Ecology Research,article,https://doi.org/10.13189/eer.2024.120106,http://dx.doi.org/10.13189/eer.2024.120106,diamond,True,3,https://openalex.org/W4392565160
HYSPLIT,core_or_named_application,2024,Precipitation patterns of nitrogen and phosphorus in reservoirs: A study in typical sand-source area of Inner Mongolia using PMF-HYSPLIT model,Zhuo Li; Junping Lu; Tingxi Liu; Yi Wang; Jiahui Mi; Zhenyu Shi; Chen Feng; Yinghui Liu; Aojie Sun,Journal of Environmental Sciences,article,https://doi.org/10.1016/j.jes.2024.10.016,https://doi.org/10.1016/j.jes.2024.10.016,closed,False,2,https://openalex.org/W4403917354
HYSPLIT,core_or_named_application,2024,"Application of combined WRF-Chem and HYSPLIT models for dust storm detection in Central Iran (case study of Isfahan province, May 21-23, 2016)",Farshad Soleimani Sardoo; Nasim Hossein Hamzeh‎; Nir Y. Krakauer,Research Square,preprint,https://doi.org/10.21203/rs.3.rs-4587802/v1,https://doi.org/10.21203/rs.3.rs-4587802/v1,green,True,1,https://openalex.org/W4400229325
HYSPLIT,core_or_named_application,2024,Characteristics of Water Vapor Transport during the “7·20” Extraordinary Heavy Rain Process in Zhengzhou City Simulated by the HYSPLIT Model,Xiuzhu Sha; Jianfang Ding; Ronghao Chu; Xinxin Ma; Xingyu Li; Yao Xiao; Bo Cheng; Fan Zhang; Can Song; Shanhai Wang,Water,article,https://doi.org/10.3390/w16182607,https://doi.org/10.3390/w16182607,gold,True,1,https://openalex.org/W4402803130
